symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
CLW,Clearwater Paper Corporation Common Stock,$40.03,0.68,1.728%,119123,659850437.00,United States,,Paper,Basic Materials,/market-activity/stocks/clw
CLX,Clorox Company (The) Common Stock,$143.55,0.35,0.244%,1110492,17815464102.00,United States,,Specialty Chemicals,Consumer Discretionary,/market-activity/stocks/clx
CM,Canadian Imperial Bank of Commerce Common Stock,$47.57,0.35,0.741%,3535317,44299290828.00,Canada,,,,/market-activity/stocks/cm
CMA,Comerica Incorporated Common Stock,$51.56,0.9,1.777%,2364097,6831167231.00,United States,,Major Banks,Finance,/market-activity/stocks/cma
CMC,Commercial Metals Company Common Stock,$55.21,-0.07,-0.127%,599892,6388254746.00,United States,,Steel/Iron Ore,Industrials,/market-activity/stocks/cmc
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,$3.54,0.17,5.045%,13883,102703935.00,China,2022,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cmcm
CMG,Chipotle Mexican Grill Inc. Common Stock,$2869.11,-38.86,-1.336%,441743,78674350190.00,United States,2006,Restaurants,Consumer Discretionary,/market-activity/stocks/cmg
CMI,Cummins Inc. Common Stock,$287.56,-3.86,-1.325%,2566929,40792354923.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/cmi
CMP,Compass Minerals Intl Inc Common Stock,$13.46,-0.14,-1.029%,398066,556050044.00,United States,2003,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/cmp
CMRE,Costamare Inc. Common Stock $0.0001 par value,$10.93,0.25,2.341%,315501,1293834629.00,Greece,2010,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cmre
CMS,CMS Energy Corporation Common Stock,$59.55,1.07,1.83%,1743911,17534117571.00,United States,,Power Generation,Utilities,/market-activity/stocks/cms
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,$23.27,0.02,0.086%,3493,6851703037.00,United States,2018,Power Generation,Utilities,/market-activity/stocks/cmsa
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,$23.90,0.01,0.042%,302109,7037202518.00,United States,2018,Power Generation,Utilities,/market-activity/stocks/cmsc
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,$24.30,0.09,0.372%,16021,7154979966.00,United States,2019,Power Generation,Utilities,/market-activity/stocks/cmsd
CMTG,Claros Mortgage Trust Inc. Common Stock,$8.95,0.06,0.675%,398867,1241770945.00,United States,2021,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cmtg
CMU,MFS Municipal Income Trust Common Stock,$3.24,-0.01,-0.308%,35511,91774017.00,United States,1987,Investment Managers,Finance,/market-activity/stocks/cmu
CNA,CNA Financial Corporation Common Stock,$44.44,1.1,2.538%,195266,12038660236.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/cna
CNC,Centene Corporation Common Stock,$75.15,1.4,1.898%,2686956,40194954450.00,United States,,Medical Specialities,Health Care,/market-activity/stocks/cnc
CNDA,Concord Acquisition Corp II Class A Common Stock,$10.56,0.02,0.19%,178913,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/cnda
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,$1.82,-0.03,-1.622%,11043,124819535.00,,2018,Finance: Consumer Services,Finance,/market-activity/stocks/cnf
CNHI,CNH Industrial N.V. Common Shares,$12.31,-0.09,-0.726%,6887122,15464519583.00,United Kingdom,2013,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/cnhi
CNI,Canadian National Railway Company Common Stock,$127.65,0.49,0.385%,740899,82185313724.00,Canada,,Railroads,Industrials,/market-activity/stocks/cni
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,$18.22,0.1,0.552%,2461901,2215363113.00,United States,2007,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/cnk
CNM,Core & Main Inc. Class A Common Stock,$54.17,-0.42,-0.769%,1497742,10908268858.00,United States,2021,Durable Goods,Consumer Discretionary,/market-activity/stocks/cnm
CNMD,CONMED Corporation Common Stock,$72.64,1.56,2.195%,506296,2235900387.00,United States,1987,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/cnmd
CNNE,Cannae Holdings Inc. Common Stock,$19.61,0.06,0.307%,504206,1421370941.00,United States,2017,Restaurants,Consumer Discretionary,/market-activity/stocks/cnne
CNO,CNO Financial Group Inc. Common Stock,$26.19,0.5,1.946%,830101,2854496578.00,United States,,Accident &Health Insurance,Finance,/market-activity/stocks/cno
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,$28.53,0.58,2.075%,3338104,18019396962.00,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/cnp
CNQ,Canadian Natural Resources Limited Common Stock,$76.55,-0.28,-0.364%,3742081,82092832400.00,Canada,,,,/market-activity/stocks/cnq
CNS,Cohen & Steers Inc Common Stock,$72.39,6.28,9.499%,2006063,3584946805.00,United States,2004,Investment Managers,Finance,/market-activity/stocks/cns
CNX,CNX Resources Corporation Common Stock,$24.00,0.3,1.266%,2013326,3642994968.00,United States,1999,Oil & Gas Production,Energy,/market-activity/stocks/cnx
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,$22.81,0.48,2.15%,277378,1716916204.00,United States,2006,Home Furnishings,Consumer Discretionary,/market-activity/stocks/codi
COF,Capital One Financial Corporation Common Stock,$142.91,1.28,0.904%,2530369,54336128360.00,United States,1994,Major Banks,Finance,/market-activity/stocks/cof
COHR,Coherent Corp. Common Stock,$49.26,-1.74,-3.412%,3297278,7478325917.00,United States,,Electronic Components,Technology,/market-activity/stocks/cohr
COLD,Americold Realty Trust Inc. Common Stock,$22.84,0.11,0.484%,1402314,6481631608.00,United States,2018,Real Estate,Finance,/market-activity/stocks/cold
COMP,Compass Inc. Class A Common Stock,$3.24,-0.02,-0.613%,2364269,1591761534.00,United States,2021,EDP Services,Technology,/market-activity/stocks/comp
COOK,Traeger Inc. Common Stock,$2.11,0.02,0.957%,243854,269955001.00,United States,2021,Wholesale Distributors,Consumer Discretionary,/market-activity/stocks/cook
COP,ConocoPhillips Common Stock,$129.38,1.57,1.228%,3984318,152203714652.00,United States,,Integrated oil Companies,Energy,/market-activity/stocks/cop
COR,Cencora Inc. Common Stock,$239.13,1.83,0.771%,1411187,47702128986.00,United States,,Other Pharmaceuticals,Health Care,/market-activity/stocks/cor
COTY,Coty Inc. Class A Common Stock,$11.15,0.11,0.996%,6151845,9981133034.00,United States,2013,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/coty
COUR,Coursera Inc. Common Stock,$11.95,0.05,0.42%,2525240,1875505250.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cour
CP,Canadian Pacific Kansas City Limited Common Shares,$84.68,0.74,0.882%,1627599,78896356000.00,Canada,,Railroads,Industrials,/market-activity/stocks/cp
CPA,Copa Holdings S.A. Class A Common Stock,$101.68,1.74,1.741%,285831,2895846400.00,Panama,2005,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/cpa
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),$5.23,-0.05,-0.947%,5601,443366399.00,Peru,,Building Materials,Industrials,/market-activity/stocks/cpac
CPAY,Corpay Inc. Common Stock,$294.29,-1.35,-0.457%,371334,21145795650.00,United States,,Business Services,Consumer Discretionary,/market-activity/stocks/cpay
CPB,Campbell Soup Company Common Stock,$44.20,0.49,1.121%,2240333,13176134964.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/cpb
CPF,Central Pacific Financial Corp New,$19.29,0.59,3.155%,305245,521698687.00,United States,,Major Banks,Finance,/market-activity/stocks/cpf
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),$8.69,0.24,2.84%,5713031,5387361068.00,Canada,,Oil & Gas Production,Energy,/market-activity/stocks/cpg
CPK,Chesapeake Utilities Corporation Common Stock,$104.81,2.3,2.244%,86051,2330805027.00,United States,,Oil & Gas Production,Utilities,/market-activity/stocks/cpk
CPNG,Coupang Inc. Class A Common Stock,$22.01,-0.29,-1.30%,11947363,39470922951.00,United States,2021,Durable Goods,Consumer Discretionary,/market-activity/stocks/cpng
CPRI,Capri Holdings Limited Ordinary Shares,$38.53,0.7,1.85%,2273154,4491313525.00,Hong Kong,2011,Apparel,Consumer Discretionary,/market-activity/stocks/cpri
CPS,Cooper-Standard Holdings Inc. Common Stock,$15.75,0.44,2.874%,92561,270860294.00,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/cps
CPT,Camden Property Trust Common Stock,$96.29,1.0,1.049%,668365,10300038944.00,United States,1993,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cpt
CQP,Cheniere Energy Partners LP Common Units,$49.33,0.59,1.211%,267182,23877649938.00,United States,2007,Oil/Gas Transmission,Utilities,/market-activity/stocks/cqp
CR,Crane Company Common Stock,$129.48,0.09,0.07%,314804,7384555281.00,United States,2023,Metal Fabrications,Industrials,/market-activity/stocks/cr
CRBG,Corebridge Financial Inc. Common Stock,$26.98,0.43,1.62%,3278853,16796394629.00,United States,2022,Life Insurance,Finance,/market-activity/stocks/crbg
CRC,California Resources Corporation Common Stock,$54.43,0.74,1.378%,340485,3770606572.00,United States,2020,Oil & Gas Production,Energy,/market-activity/stocks/crc
CRGY,Crescent Energy Company Class A Common Stock,$10.97,0.18,1.668%,927875,1970836456.00,United States,2021,Oil & Gas Production,Energy,/market-activity/stocks/crgy
CRH,CRH PLC Ordinary Shares,$77.05,-0.09,-0.117%,3029830,53079900333.00,Ireland,,Building Materials,Industrials,/market-activity/stocks/crh
CRI,Carter's Inc. Common Stock,$71.75,0.34,0.476%,611922,2617483265.00,United States,2003,Apparel,Consumer Discretionary,/market-activity/stocks/cri
CRK,Comstock Resources Inc. Common Stock,$9.52,0.28,3.03%,3425384,2650648488.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/crk
CRL,Charles River Laboratories International Inc. Common Stock,$226.78,-0.77,-0.338%,409087,11645100841.00,United States,2000,Biotechnology: Commercial Physical & Biological Resarch,Health Care,/market-activity/stocks/crl
CRM,Salesforce Inc. Common Stock,$270.37,-1.55,-0.57%,4906593,262258900000.00,United States,2004,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/crm
CRS,Carpenter Technology Corporation Common Stock,$78.04,-1.34,-1.688%,683433,3856142681.00,United States,,Steel/Iron Ore,Industrials,/market-activity/stocks/crs
CRT,Cross Timbers Royalty Trust Common Stock,$14.4146,1.2746,9.70%,94271,86487600.00,United States,1992,Oil & Gas Production,Energy,/market-activity/stocks/crt
CSAN,Cosan S.A. ADS,$11.08,0.17,1.558%,260526,5191201600.00,Brazil,2021,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/csan
CSL,Carlisle Companies Incorporated Common Stock,$367.41,0.0,0.00%,200255,17543559291.00,United States,,Specialty Chemicals,Industrials,/market-activity/stocks/csl
CSR,D/B/A Centerspace Common Stock,$64.89,2.32,3.708%,128590,967423856.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/csr
CSTM,Constellium SE Ordinary Shares (France),$20.72,0.11,0.534%,847516,3042107996.00,Netherlands,2013,Metal Fabrications,Industrials,/market-activity/stocks/cstm
CSV,Carriage Services Inc. Common Stock,$24.00,0.43,1.824%,89946,363394440.00,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/csv
CTBB,Qwest Corporation 6.5% Notes due 2056,$9.88,-0.02,-0.202%,106745,10.00,United States,2016,Telecommunications Equipment,Telecommunications,/market-activity/stocks/ctbb
CTDD,Qwest Corporation 6.75% Notes due 2057,$9.95,0.0,0.00%,18420,10.00,United States,2017,Telecommunications Equipment,Telecommunications,/market-activity/stocks/ctdd
CTLT,Catalent Inc. Common Stock,$55.48,-0.32,-0.573%,1588141,10027326209.00,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ctlt
CTO,CTO Realty Growth Inc. Common Stock,$16.98,0.26,1.555%,124198,387289892.00,United States,1992,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cto
CTOS,Custom Truck One Source Inc. Common Stock,$5.18,-0.04,-0.766%,558561,1244573881.00,Cayman Islands,2017,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/ctos
CTR,ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,$40.82,0.74,1.846%,19564,0.00,United States,2012,Investment Managers,Finance,/market-activity/stocks/ctr
CTRA,Coterra Energy Inc. Common Stock,$27.75,0.53,1.947%,7173089,20863766238.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/ctra
CTRE,CareTrust REIT Inc. Common Stock,$23.69,-0.05,-0.211%,784107,3091625356.00,United States,2022,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ctre
CTRI,Centuri Holdings Inc. Common Stock,$23.95,0.82,3.545%,1745149,0.00,,2024,,,/market-activity/stocks/ctri
CTS,CTS Corporation Common Stock,$43.43,0.33,0.766%,119573,1337170570.00,United States,,Industrial Machinery/Components,Technology,/market-activity/stocks/cts
CTV,Innovid Corp. Common Stock,$2.21,-0.16,-6.751%,88215,313429608.00,,2021,Advertising,Consumer Discretionary,/market-activity/stocks/ctv
CTVA,Corteva Inc. Common Stock ,$54.80,0.84,1.557%,2052626,38457708400.00,United States,2019,Major Chemicals,Industrials,/market-activity/stocks/ctva
CUBB,Customers Bancorp Inc 5.375% Subordinated Notes Due 2034,$19.17,0.1801,0.948%,354,603565265.00,United States,2019,Major Banks,Finance,/market-activity/stocks/cubb
CUBE,CubeSmart Common Shares,$42.05,0.19,0.454%,868975,9459340888.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cube
CUBI,Customers Bancorp Inc Common Stock,$48.22,1.39,2.968%,335158,1518201203.00,United States,,Major Banks,Finance,/market-activity/stocks/cubi
CUK,Carnival Plc ADS ADS,$12.73,-0.07,-0.547%,1145622,16676246318.00,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cuk
CULP,Culp Inc. Common Stock,$4.54,0.06,1.339%,21890,56613360.00,United States,,Textiles,Consumer Discretionary,/market-activity/stocks/culp
CURV,Torrid Holdings Inc. Common Stock,$4.83,0.19,4.095%,86285,503897096.00,,2021,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/curv
CUZ,Cousins Properties Incorporated Common Stock,$22.17,0.13,0.59%,926286,3364813263.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cuz
CVE,Cenovus Energy Inc Common Stock,$20.85,0.19,0.92%,6443252,38916310745.00,Canada,,Oil & Gas Production,Energy,/market-activity/stocks/cve
CVEO,Civeo Corporation (Canada) Common Shares,$25.65,0.58,2.314%,42569,376279524.00,,2014,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/cveo
CVI,CVR Energy Inc. Common Stock,$32.82,0.27,0.829%,682373,3299414259.00,United States,2007,Integrated oil Companies,Energy,/market-activity/stocks/cvi
CVNA,Carvana Co. Class A Common Stock,$71.36,0.21,0.295%,3361715,14407526983.00,United States,2017,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/cvna
CVS,CVS Health Corporation Common Stock,$69.75,0.36,0.519%,7808802,87776856322.00,United States,,Retail-Drug Stores and Proprietary Stores,Consumer Staples,/market-activity/stocks/cvs
CVX,Chevron Corporation Common Stock,$160.00,2.43,1.542%,7732045,297163065600.00,United States,,Integrated oil Companies,Energy,/market-activity/stocks/cvx
CW,Curtiss-Wright Corporation Common Stock,$250.24,1.71,0.688%,133447,9562518964.00,United States,,Industrial Machinery/Components,Technology,/market-activity/stocks/cw
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,$16.35,0.04,0.245%,940449,4000821129.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cwan
CWEN,Clearway Energy Inc. Class C Common Stock,$22.79,0.29,1.289%,1610940,2666550650.00,United States,2015,Electric Utilities: Central,Utilities,/market-activity/stocks/cwen
CWH,Camping World Holdings Inc. Class A Common Stock,$22.33,0.26,1.178%,917443,1887734389.00,United States,2016,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/cwh
CWK,Cushman & Wakefield plc Ordinary Shares,$9.33,-0.07,-0.745%,2108991,2120989180.00,,2018,Real Estate,Finance,/market-activity/stocks/cwk
CWT,California Water Service Group Common Stock,$45.79,0.89,1.982%,710317,2640946446.00,United States,,Water Supply,Utilities,/market-activity/stocks/cwt
CX,Cemex S.A.B. de C.V. Sponsored ADR,$7.99,-0.09,-1.114%,6100489,11754498663.00,Mexico,,Building Materials,Industrials,/market-activity/stocks/cx
CXE,MFS High Income Municipal Trust Common Stock,$3.48,0.0,0.00%,19227,109709690.00,United States,1989,Investment Managers,Finance,/market-activity/stocks/cxe
CXH,MFS Investment Grade Municipal Trust Common Stock,$7.35,0.0,0.00%,9410,66960301.00,United States,1989,Investment Managers,Finance,/market-activity/stocks/cxh
CXM,Sprinklr Inc. Class A Common Stock,$11.34,-0.05,-0.439%,1730336,3098079223.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cxm
CXT,Crane NXT Co. Common Stock,$61.33,-0.04,-0.065%,362786,3492004841.00,United States,,Metal Fabrications,Industrials,/market-activity/stocks/cxt
CXW,CoreCivic Inc. Common Stock,$14.73,0.03,0.204%,818302,1658716945.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cxw
CYD,China Yuchai International Limited Common Stock,$8.278,-0.0322,-0.387%,8134,338224925.00,Singapore,1994,Industrial Machinery/Components,Industrials,/market-activity/stocks/cyd
CYH,Community Health Systems Inc. Common Stock,$2.86,0.08,2.878%,2001306,391068295.00,United States,2000,Hospital/Nursing Management,Health Care,/market-activity/stocks/cyh
CZOO,Cazoo Group Ltd Class A Ordinary Shares,$4.98,-0.31,-5.86%,114692,1935791.00,,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/czoo
D,Dominion Energy Inc. Common Stock,$49.84,1.27,2.615%,4112332,41738171929.00,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/d
DAC,Danaos Corporation Common Stock,$72.96,1.0,1.39%,86406,1416788060.00,Greece,2006,Marine Transportation,Consumer Discretionary,/market-activity/stocks/dac
DAL,Delta Air Lines Inc. Common Stock,$47.57,-0.28,-0.585%,9269861,30697505302.00,United States,,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/dal
DAN,Dana Incorporated Common Stock ,$12.15,0.14,1.166%,1880832,1754295781.00,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/dan
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,$3.55,-0.02,-0.56%,132575,443023173.00,China,2019,Other Consumer Services,Real Estate,/market-activity/stocks/dao
DAR,Darling Ingredients Inc. Common Stock,$42.61,1.43,3.473%,2561413,6801039027.00,United States,1997,Packaged Foods,Consumer Staples,/market-activity/stocks/dar
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),$29.92,-0.44,-1.449%,670211,1727909591.00,United Kingdom,2018,EDP Services,Technology,/market-activity/stocks/dava
DAY,Dayforce Inc. Common Stock,$58.75,-2.2,-3.61%,1644752,9200250000.00,United States,2018,EDP Services,Technology,/market-activity/stocks/day
DB,Deutsche Bank AG Common Stock,$15.91,0.11,0.696%,4599633,32456400000.00,Germany,,Major Banks,Finance,/market-activity/stocks/db
DBD,Diebold Nixdorf Incorporated Common stock,$31.93,-0.13,-0.405%,163540,1199504029.00,United States,2023,EDP Services,Technology,/market-activity/stocks/dbd
DBI,Designer Brands Inc. Class A Common Stock,$8.79,0.28,3.29%,1179412,503143670.00,United States,,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/dbi
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,$14.72,-0.09,-0.608%,33051,0.00,United States,2012,,,/market-activity/stocks/dbl
DBRG,DigitalBridge Group Inc.,$17.30,0.01,0.058%,1237929,2828022644.00,United States,2014,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dbrg
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,$8.49,0.01,0.118%,28270,0.00,,2017,Finance/Investors Services,Finance,/market-activity/stocks/dcf
DCI,Donaldson Company Inc. Common Stock,$71.91,0.26,0.363%,456881,8655743923.00,United States,,Pollution Control Equipment,Industrials,/market-activity/stocks/dci
DCO,Ducommun Incorporated Common Stock,$52.02,0.17,0.328%,70217,761632831.00,United States,,Military/Government/Technical,Industrials,/market-activity/stocks/dco
DD,DuPont de Nemours Inc. Common Stock,$73.89,0.36,0.49%,2341870,30855197821.00,United States,2017,Major Chemicals,Industrials,/market-activity/stocks/dd
DDD,3D Systems Corporation Common Stock,$3.55,0.08,2.305%,1482118,473690874.00,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ddd
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),$1.15,0.07,6.481%,200017,271426708.00,Cayman Islands,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/ddl
DDS,Dillard's Inc. Common Stock,$408.43,6.62,1.648%,76814,6628850758.00,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/dds
DDT,Dillard's Capital Trust I,$25.56,0.04,0.157%,3890,414840794.00,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/ddt
DE,Deere & Company Common Stock,$400.32,-0.28,-0.07%,1125178,111432358627.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/de
DEA,Easterly Government Properties Inc. Common Stock,$11.59,0.17,1.489%,1119933,1186290996.00,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dea
DEC,Diversified Energy Company plc Ordinary Shares,$13.69,-0.05,-0.364%,162252,651314468.00,,,,,/market-activity/stocks/dec
DECK,Deckers Outdoor Corporation Common Stock,$800.38,-12.92,-1.589%,477835,20544329924.00,United States,1993,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/deck
DEI,Douglas Emmett Inc. Common Stock,$13.31,0.3,2.306%,1209934,2227454055.00,United States,2006,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dei
DELL,Dell Technologies Inc. Class C Common Stock ,$114.87,-3.5,-2.957%,9421520,81993095781.00,United States,2018,Computer Manufacturing,Technology,/market-activity/stocks/dell
DEO,Diageo plc Common Stock,$140.76,-0.03,-0.021%,692945,78611106815.00,United Kingdom,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/deo
DESP,Despegar.com Corp. Ordinary Shares,$11.65,0.33,2.915%,668723,769599000.00,Argentina,2017,Transportation Services,Consumer Discretionary,/market-activity/stocks/desp
DFH,Dream Finders Homes Inc. Class A Common Stock,$33.79,-0.4,-1.17%,628236,3151469020.00,United States,2022,Homebuilding,Consumer Discretionary,/market-activity/stocks/dfh
DFIN,Donnelley Financial Solutions Inc. Common Stock ,$62.22,0.51,0.826%,171625,1809994982.00,United States,2016,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/dfin
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,$17.94,-0.07,-0.389%,39896,0.00,,2013,Investment Managers,Finance,/market-activity/stocks/dfp
DFS,Discover Financial Services Common Stock,$125.35,1.08,0.869%,1548525,31407106103.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/dfs
DG,Dollar General Corporation Common Stock,$144.82,-0.86,-0.59%,1517750,31812799983.00,United States,2009,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/dg
DGX,Quest Diagnostics Incorporated Common Stock,$128.44,2.53,2.009%,1557580,14219244713.00,United States,,Medical Specialities,Health Care,/market-activity/stocks/dgx
DHF,BNY Mellon High Yield Strategies Fund Common Stock,$2.30,0.0,0.00%,367278,0.00,United States,1998,Finance Companies,Finance,/market-activity/stocks/dhf
DHI,D.R. Horton Inc. Common Stock,$142.19,-3.69,-2.529%,3393569,47181099328.00,United States,,Homebuilding,Consumer Discretionary,/market-activity/stocks/dhi
DHR,Danaher Corporation Common Stock,$235.51,-0.85,-0.36%,2351260,174207153255.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/dhr
DHT,DHT Holdings Inc.,$11.26,0.2,1.808%,1285955,1812854843.00,Jersey,2005,Marine Transportation,Consumer Discretionary,/market-activity/stocks/dht
DHX,DHI Group Inc. Common Stock,$2.48,0.12,5.085%,163410,119120568.00,United States,2007,Business Services,Consumer Discretionary,/market-activity/stocks/dhx
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,$13.72,0.01,0.073%,162230,0.00,,2014,Finance Companies,Finance,/market-activity/stocks/diax
DIN,Dine Brands Global Inc. Common Stock,$43.35,0.52,1.214%,300698,661215166.00,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/din
DINO,HF Sinclair Corporation Common Stock,$56.85,0.57,1.013%,1603527,11288613426.00,United States,1960,Natural Gas Distribution,Energy,/market-activity/stocks/dino
DIS,Walt Disney Company (The) Common Stock,$112.61,0.18,0.16%,9407640,206560774683.00,United States,,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/dis
DK,Delek US Holdings Inc. Common Stock,$29.67,0.22,0.747%,527847,1899451652.00,United States,2017,Integrated oil Companies,Energy,/market-activity/stocks/dk
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,$38.42,0.42,1.105%,101228,1675757879.00,United States,2012,Oil & Gas Production,Energy,/market-activity/stocks/dkl
DKS,Dick's Sporting Goods Inc Common Stock,$195.08,-0.14,-0.072%,716396,16084021192.00,United States,2002,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/dks
DLB,Dolby Laboratories Common Stock,$78.18,-0.11,-0.141%,256044,7472353164.00,United States,2005,Multi-Sector Companies,Miscellaneous,/market-activity/stocks/dlb
DLNG,Dynagas LNG Partners LP Common Units,$3.28,0.12,3.797%,71882,120711370.00,Greece,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/dlng
DLR,Digital Realty Trust Inc. Common Stock,$136.83,0.17,0.124%,1505168,42731128225.00,United States,2004,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dlr
DLX,Deluxe Corporation Common Stock,$19.71,0.76,4.011%,231436,864284998.00,United States,,Advertising,Consumer Discretionary,/market-activity/stocks/dlx
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,$15.11,0.07,0.465%,69092,724460721.00,United States,2020,Investment Managers,Finance,/market-activity/stocks/dly
DM,Desktop Metal Inc. Class A Common Stock,$0.8446,0.0173,2.091%,3638826,278410999.00,United States,2019,Computer peripheral equipment,Technology,/market-activity/stocks/dm
DMA,Destra Multi-Alternative Fund Common Stock,$7.16,0.06,0.845%,25814,0.00,,2022,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/dma
DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,$9.99,0.0,0.00%,35756,0.00,,2013,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/dmb
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,$11.55,0.04,0.348%,59517,0.00,United States,2010,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/dmo
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,$0.8649,-0.0597,-6.457%,38872919,1861607115.00,United States,2021,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/dna
