symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
SPE,Special Opportunities Fund Inc Common Stock,$12.22,-0.02,-0.163%,5915,0.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/spe
SPG,Simon Property Group Inc. Common Stock,$140.44,0.07,0.05%,1116149,45769256964.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/spg
SPGI,S&P Global Inc. Common Stock,$412.56,-0.81,-0.196%,1138194,129585096000.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/spgi
SPH,Suburban Propane Partners L.P. Common Stock,$19.42,0.39,2.049%,95206,1243271585.00,United States,1996,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/sph
SPHR,Sphere Entertainment Co. Class A Common Stock,$38.66,0.7,1.844%,797387,1358468366.00,United States,2020,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/sphr
SPIR,Spire Global Inc. Class A Common Stock,$9.98,0.15,1.526%,391648,235914925.00,United States,2020,Telecommunications Equipment,Consumer Discretionary,/market-activity/stocks/spir
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,$37.4409,0.0,0.00%,3,775741789.00,United States,,Industrial Specialties,Industrials,/market-activity/stocks/splp
SPNT,SiriusPoint Ltd. Common Shares,$12.02,0.04,0.334%,575428,2040968594.00,Bermuda,2013,Property-Casualty Insurers,Finance,/market-activity/stocks/spnt
SPOT,Spotify Technology S.A. Ordinary Shares,$275.83,-13.37,-4.623%,4244490,54378060988.00,Luxembourg,2018,Broadcasting,Consumer Discretionary,/market-activity/stocks/spot
SPR,Spirit Aerosystems Holdings Inc. Common Stock,$32.93,-0.22,-0.664%,2006259,3821640207.00,United States,2006,Military/Government/Technical,Industrials,/market-activity/stocks/spr
SPRU,Spruce Power Holding Corporation Class A Common Stock,$3.68,0.19,5.444%,85483,67335153.00,United States,2019,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/spru
SPXC,SPX Technologies Inc. Common Stock,$116.23,-1.44,-1.224%,337234,5310318332.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/spxc
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,$14.91,-0.17,-1.127%,47798,0.00,United States,,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/spxx
SQ,Block Inc. Class A Common Stock,$70.42,-1.64,-2.276%,7061618,43357101060.00,United States,2015,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/sq
SQM,Sociedad Quimica y Minera S.A. Common Stock,$44.99,-0.82,-1.79%,1457383,12850874135.00,Chile,1993,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/sqm
SQNS,Sequans Communications S.A. American Depositary Shares,$0.555,-0.0185,-3.226%,33733,26837924.00,France,2011,Semiconductors,Technology,/market-activity/stocks/sqns
SQSP,Squarespace Inc. Class A Common Stock,$34.49,-0.25,-0.72%,634656,4710409530.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/sqsp
SR,Spire Inc. Common Stock,$60.91,1.51,2.542%,477161,3349038711.00,United States,,Oil/Gas Transmission,Utilities,/market-activity/stocks/sr
SRE,DBA Sempra Common Stock,$70.08,1.64,2.396%,3104538,44301066113.00,United States,,Oil/Gas Transmission,Utilities,/market-activity/stocks/sre
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,$23.905,0.015,0.063%,12497,15111543742.00,United States,2019,Professional Services,Consumer Discretionary,/market-activity/stocks/srea
SRFM,Surf Air Mobility Inc. Common Stock,$0.57,0.0753,15.221%,1261357,46040286.00,,2023,Transportation Services,Consumer Discretionary,/market-activity/stocks/srfm
SRG,Seritage Growth Properties Class A Common Stock,$9.34,0.06,0.647%,455365,525495897.00,United States,2015,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/srg
SRI,Stoneridge Inc. Common Stock,$15.61,0.26,1.694%,98497,430111852.00,United States,1997,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/sri
SRL,Scully Royalty Ltd.,$6.53,-0.12,-1.805%,1255,96789299.00,Canada,,Commercial Banks,Finance,/market-activity/stocks/srl
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,$40.74,1.46,3.717%,16482,0.00,United States,,Finance Companies,Finance,/market-activity/stocks/srv
SSB,SouthState Corporation Common Stock,$78.33,1.81,2.365%,661692,5972880727.00,United States,,Major Banks,Finance,/market-activity/stocks/ssb
SSD,Simpson Manufacturing Company Inc. Common Stock,$184.38,2.33,1.28%,386303,7830182357.00,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/ssd
SSL,Sasol Ltd. American Depositary Shares,$8.20,-0.08,-0.966%,442764,5253474418.00,South Africa,,Oil & Gas Production,Energy,/market-activity/stocks/ssl
SST,System1 Inc. Class A Common Stock,$2.01,-0.08,-3.828%,264179,180144927.00,United States,2020,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/sst
SSTK,Shutterstock Inc. Common Stock,$40.99,0.13,0.318%,405423,1456965612.00,United States,2012,EDP Services,Technology,/market-activity/stocks/sstk
ST,Sensata Technologies Holding plc Ordinary Shares,$33.70,0.19,0.567%,1725508,5070834922.00,Netherlands,2010,Industrial Machinery/Components,Industrials,/market-activity/stocks/st
STAG,Stag Industrial Inc. Common Stock,$34.93,0.55,1.60%,1477948,6349690809.00,United States,2011,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/stag
STC,Stewart Information Services Corporation Common Stock,$60.52,1.32,2.23%,215163,1662130782.00,United States,,Specialty Insurers,Finance,/market-activity/stocks/stc
STE,STERIS plc (Ireland) Ordinary Shares,$199.51,-1.3,-0.647%,535934,19714388123.00,United States,,Industrial Specialties,Health Care,/market-activity/stocks/ste
STEL,Stellar Bancorp Inc. Common Stock,$23.15,0.68,3.026%,166472,1233829972.00,United States,,Major Banks,Finance,/market-activity/stocks/stel
STEM,Stem Inc. Class A Common Stock,$1.55,-0.04,-2.516%,4026454,244549111.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/stem
STEW,SRH Total Return Fund Inc. Common Stock,$14.37,0.13,0.913%,37347,0.00,United States,,Investment Managers,Finance,/market-activity/stocks/stew
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,$8.165,0.155,1.935%,654,113108765.00,,2018,Other Consumer Services,Real Estate,/market-activity/stocks/stg
STK,Columbia Seligman Premium Technology Growth Fund Inc,$29.56,-0.66,-2.184%,52045,0.00,United States,2009,Investment Managers,Finance,/market-activity/stocks/stk
STLA,Stellantis N.V. Common Shares,$25.77,0.02,0.078%,5978781,77905262235.00,United Kingdom,2014,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/stla
STM,STMicroelectronics N.V. Common Stock,$38.60,-1.01,-2.55%,3995124,34846963727.00,Switzerland,,Semiconductors,Technology,/market-activity/stocks/stm
STN,Stantec Inc Common Stock,$78.92,-0.3,-0.379%,193696,9002167245.00,Canada,,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/stn
STNG,Scorpio Tankers Inc. Common Shares,$69.53,1.07,1.563%,724856,3692582900.00,Monaco,2010,Marine Transportation,Consumer Discretionary,/market-activity/stocks/stng
STR,Sitio Royalties Corp. Class A Common Stock,$24.03,0.78,3.355%,537955,3782139348.00,United States,2022,Oil & Gas Production,Energy,/market-activity/stocks/str
STT,State Street Corporation Common Stock,$73.37,0.33,0.452%,3004996,22153599804.00,United States,,Major Banks,Finance,/market-activity/stocks/stt
STVN,Stevanato Group S.p.A. Ordinary Shares,$26.73,-1.67,-5.88%,669368,7899785162.00,,2021,Containers/Packaging,Consumer Discretionary,/market-activity/stocks/stvn
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,$19.38,0.24,1.254%,1548537,6073224923.00,United States,2009,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/stwd
STZ,Constellation Brands Inc. Common Stock,$260.70,2.02,0.781%,1506615,47661191988.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/stz
SU,Suncor Energy  Inc. Common Stock,$38.54,0.49,1.288%,4912495,50017134920.00,Canada,,Integrated oil Companies,Energy,/market-activity/stocks/su
SUI,Sun Communities Inc. Common Stock,$117.69,-0.27,-0.229%,659974,14642069817.00,United States,1993,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/sui
SUM,Summit Materials Inc. Class A Common Stock,$38.31,-0.16,-0.416%,1001210,6676209494.00,United States,2015,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/sum
SUN,Sunoco LP Common Units representing limited partner interests,$55.50,1.13,2.078%,422978,5596558340.00,United States,2012,Integrated oil Companies,Energy,/market-activity/stocks/sun
SUP,Superior Industries International Inc. Common Stock (DE),$3.81,-0.17,-4.271%,107466,107028386.00,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/sup
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,$5.50,0.2,3.774%,1177060,488852881.00,,2016,Commercial Banks,Finance,/market-activity/stocks/supv
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),$11.79,0.2,1.726%,818025,8024648828.00,Brazil,2018,Paper,Basic Materials,/market-activity/stocks/suz
SVV,Savers Value Village Inc. Common Stock,$17.16,-0.03,-0.175%,625466,2769004387.00,United States,2023,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/svv
SWI,SolarWinds Corporation Common Stock,$10.90,0.02,0.184%,605165,1816717966.00,United States,2018,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/swi
SWK,Stanley Black & Decker Inc. Common Stock,$89.32,0.0,0.00%,1121944,13737600624.00,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/swk
SWN,Southwestern Energy Company Common Stock,$7.29,0.01,0.137%,8313129,8029665649.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/swn
SWX,Southwest Gas Holdings Inc. Common Stock (DE),$73.48,0.3,0.41%,675034,5260836679.00,United States,,Oil & Gas Production,Utilities,/market-activity/stocks/swx
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,$7.54,0.04,0.533%,14098,0.00,United States,,Finance Companies,Finance,/market-activity/stocks/swz
SXC,SunCoke Energy Inc. Common Stock,$10.73,0.09,0.846%,568891,898921448.00,United States,2011,Steel/Iron Ore,Industrials,/market-activity/stocks/sxc
SXI,Standex International Corporation Common Stock,$167.54,0.69,0.414%,48435,1988804010.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/sxi
SXT,Sensient Technologies Corporation Common Stock,$69.14,0.91,1.334%,189088,2927642312.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/sxt
SYF,Synchrony Financial Common Stock,$41.57,0.77,1.887%,4492786,16912488535.00,United States,2014,Finance: Consumer Services,Finance,/market-activity/stocks/syf
SYK,Stryker Corporation Common Stock,$325.43,-2.02,-0.617%,1883872,123749325235.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/syk
SYY,Sysco Corporation Common Stock,$76.73,1.09,1.441%,2530069,38198476564.00,United States,,Food Distributors,Consumer Discretionary,/market-activity/stocks/syy
T,AT&T Inc.,$16.51,0.18,1.102%,45814370,118092600097.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/t
TAC,TransAlta Corporation Ordinary Shares,$6.45,0.02,0.311%,1542467,1998630792.00,Canada,,Electric Utilities: Central,Utilities,/market-activity/stocks/tac
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$13.24,0.08,0.608%,1316671,41544163534.00,Japan,2018,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/tak
TAL,TAL Education Group American Depositary Shares,$11.43,-0.22,-1.888%,5286542,7280328979.00,China,,Other Consumer Services,Real Estate,/market-activity/stocks/tal
TALO,Talos Energy Inc. Common Stock,$13.54,0.26,1.958%,1010890,2147885363.00,United States,2018,Oil & Gas Production,Energy,/market-activity/stocks/talo
TAP,Molson Coors Beverage Company Class B Common Stock,$64.23,0.35,0.548%,1353690,12882291170.00,Canada,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/tap
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,$42.25,0.06,0.142%,16938,1587755000.00,Israel,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/taro
TBB,AT&T Inc. 5.350% Global Notes due 2066,$22.75,0.09,0.397%,23872,162726023756.00,United States,2017,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tbb
TBBB,BBB Foods Inc. Class A Common Shares,$19.90,0.1,0.505%,834055,2232794965.00,,2024,,,/market-activity/stocks/tbbb
TBC,AT&T Inc. 5.625% Global Notes due 2067,$23.81,0.0,0.00%,24223,170307983544.00,United States,2018,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tbc
TBI,TrueBlue Inc. Common Stock,$10.83,0.38,3.636%,258461,339928087.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/tbi
TCI,Transcontinental Realty Investors Inc. Common Stock,$31.86,-0.02,-0.063%,2287,275248608.00,United States,,Real Estate,Finance,/market-activity/stocks/tci
TCN,Tricon Residential Inc. Common Shares,$11.05,-0.01,-0.09%,4043580,3248105565.00,,2021,Real Estate,Finance,/market-activity/stocks/tcn
TCOA,Zalatoris Acquisition Corp. Class A Common Stock,$10.98,0.03,0.274%,3404,0.00,,2022,Blank Checks,Finance,/market-activity/stocks/tcoa
TCS,Container Store (The) Common Stock,$0.864,-0.0605,-6.544%,236521,44592569.00,United States,2013,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/tcs
TD,Toronto Dominion Bank (The) Common Stock,$58.09,0.84,1.467%,3750412,102941289000.00,Canada,,Commercial Banks,Finance,/market-activity/stocks/td
TDC,Teradata Corporation Common Stock,$36.33,-0.42,-1.143%,928285,3538542000.00,United States,,EDP Services,Technology,/market-activity/stocks/tdc
TDCX,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,$7.07,0.005,0.071%,32287,1024573795.00,,2021,EDP Services,Technology,/market-activity/stocks/tdcx
TDF,Templeton Dragon Fund Inc. Common Stock,$7.80,-0.01,-0.128%,19629,0.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/tdf
TDG,Transdigm Group Incorporated Common Stock,$1187.70,-25.8,-2.126%,231349,66043556190.00,United States,2006,Military/Government/Technical,Industrials,/market-activity/stocks/tdg
TDOC,Teladoc Health Inc. Common Stock,$12.98,-0.2,-1.517%,5480679,2168165779.00,United States,2015,Medical/Nursing Services,Health Care,/market-activity/stocks/tdoc
TDS,Telephone and Data Systems Inc. Common Shares,$15.37,0.22,1.452%,947754,1736810000.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tds
TDW,Tidewater Inc. Common Stock,$89.51,0.73,0.822%,646265,4678785892.00,United States,2017,Marine Transportation,Consumer Discretionary,/market-activity/stocks/tdw
TDY,Teledyne Technologies Incorporated Common Stock,$401.36,1.22,0.305%,185735,19014977054.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/tdy
TEAF,Ecofin Sustainable and Social Impact Term Fund,$11.405,0.055,0.485%,36074,153866303.00,,2019,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/teaf
TECK,Teck Resources Ltd Ordinary Shares,$47.13,-0.59,-1.236%,3643899,24403914000.00,Canada,,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/teck
TEF,Telefonica SA Common Stock,$4.27,0.05,1.185%,413843,24554456279.00,Spain,1988,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tef
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,$5.15,-0.02,-0.387%,62634,0.00,United States,1993,Finance Companies,Finance,/market-activity/stocks/tei
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,$140.55,0.07,0.05%,4138031,43401697623.00,Switzerland,,Industrial Machinery/Components,Technology,/market-activity/stocks/tel
TEO,Telecom Argentina SA,$7.18,0.16,2.279%,132053,3092695982.00,Argentina,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/teo
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$12.86,0.08,0.626%,10124985,14417268981.00,Israel,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/teva
TEX,Terex Corporation Common Stock,$60.25,0.48,0.803%,906168,4036750000.00,United States,,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/tex
TFC,Truist Financial Corporation Common Stock,$36.80,1.09,3.052%,10358601,49110699694.00,United States,,Major Banks,Finance,/market-activity/stocks/tfc
TFII,TFI International Inc. Common Shares,$142.96,1.31,0.925%,284688,12284795832.00,Canada,,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/tfii
TFPM,Triple Flag Precious Metals Corp. Common Shares,$15.58,-0.07,-0.447%,148606,3132914707.00,Canada,2022,,,/market-activity/stocks/tfpm
TFX,Teleflex Incorporated Common Stock,$206.56,-0.82,-0.395%,416411,9719986922.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/tfx
TG,Tredegar Corporation Common Stock,$6.46,-0.01,-0.155%,123279,222422768.00,United States,,Metal Fabrications,Industrials,/market-activity/stocks/tg
TGI,Triumph Group Inc. Common Stock,$12.82,-0.12,-0.927%,701548,985423069.00,United States,1996,Aerospace,Industrials,/market-activity/stocks/tgi
TGLS,Tecnoglass Inc. Ordinary Shares,$54.71,-1.83,-3.237%,424462,2571189895.00,Colombia,2022,Office Equipment/Supplies/Services,Industrials,/market-activity/stocks/tgls
TGNA,TEGNA Inc,$13.82,0.28,2.068%,1752152,2433791457.00,United States,,Broadcasting,Industrials,/market-activity/stocks/tgna
TGS,Transportadora de Gas del Sur SA TGS Common Stock,$15.95,0.44,2.837%,162088,2401307781.00,Argentina,,Natural Gas Distribution,Utilities,/market-activity/stocks/tgs
TGT,Target Corporation Common Stock,$168.30,1.72,1.033%,3376607,77702461670.00,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/tgt
THC,Tenet Healthcare Corporation Common Stock,$93.19,2.11,2.317%,1127374,9318534050.00,United States,,Hospital/Nursing Management,Health Care,/market-activity/stocks/thc
THG,Hanover Insurance Group Inc,$131.08,3.87,3.042%,229111,4695417073.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/thg
THO,Thor Industries Inc. Common Stock,$99.38,1.48,1.512%,431232,5299393282.00,United States,,Homebuilding,Industrials,/market-activity/stocks/tho
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,$19.17,0.09,0.472%,103973,0.00,United States,2014,Finance Companies,Finance,/market-activity/stocks/thq
THR,Thermon Group Holdings Inc. Common Stock,$29.74,0.09,0.304%,169154,1002676249.00,United States,2011,Industrial Machinery/Components,Energy,/market-activity/stocks/thr
THS,Treehouse Foods Inc. Common Stock,$36.74,0.11,0.30%,431006,1987634000.00,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/ths
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,$12.65,0.16,1.281%,133397,0.00,United States,2015,Finance Companies,Finance,/market-activity/stocks/thw
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,$16.67,0.3,1.833%,520702,8070962203.00,Brazil,2020,Telecommunications Equipment,Telecommunications,/market-activity/stocks/timb
TISI,Team Inc. Common Stock,$6.75,-0.21,-3.017%,11477,29802607.00,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/tisi
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,$7.81,-0.01,-0.128%,309548,2141597188.00,,2021,,,/market-activity/stocks/tixt
TJX,TJX Companies Inc. (The) Common Stock,$93.36,0.7,0.755%,6043942,105774441343.00,United States,,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/tjx
TK,Teekay Corporation Common Stock,$7.26,0.2,2.833%,506647,660704881.00,Bermuda,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/tk
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,$5.74,0.1,1.773%,265949,5051200000.00,Turkey,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tkc
TKO,TKO Group Holdings Inc. Class A Common Stock,$95.52,-0.27,-0.282%,789746,16423564183.00,United States,2023,,,/market-activity/stocks/tko
TKR,Timken Company (The) Common Stock,$85.50,1.31,1.556%,478578,5996292413.00,United States,,Metal Fabrications,Industrials,/market-activity/stocks/tkr
TLK,PT Telekomunikasi Indonesia Tbk,$19.66,-0.11,-0.556%,300178,19475631784.00,Indonesia,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/tlk
TLYS,Tilly's Inc. Common Stock,$5.75,0.17,3.047%,106293,172806032.00,United States,2012,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/tlys
TM,Toyota Motor Corporation Common Stock,$228.72,-3.12,-1.346%,425686,315137312823.00,Japan,,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/tm
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,$11.36,-0.22,-1.90%,4956194,19494636208.00,United States,2018,Broadcasting,Consumer Discretionary,/market-activity/stocks/tme
TMHC,Taylor Morrison Home Corporation Common Stock,$54.22,0.19,0.352%,698508,5770578428.00,United States,2013,Homebuilding,Consumer Discretionary,/market-activity/stocks/tmhc
TMO,Thermo Fisher Scientific Inc Common Stock,$544.78,3.26,0.602%,1738408,207731297361.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/tmo
TNC,Tennant Company Common Stock,$114.90,0.17,0.148%,105263,2139449260.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/tnc
TNET,TriNet Group Inc. Common Stock,$128.26,-1.24,-0.958%,169442,6485834493.00,United States,2014,Business Services,Consumer Discretionary,/market-activity/stocks/tnet
TNK,Teekay Tankers Ltd.,$56.53,1.01,1.819%,334193,1927283395.00,Bermuda,2007,Marine Transportation,Consumer Discretionary,/market-activity/stocks/tnk
TNL,Travel   Leisure Co. Common  Stock,$43.60,-0.12,-0.274%,704055,3096977106.00,United States,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/tnl
TNP,Tsakos Energy Navigation Ltd Common Shares,$24.72,0.19,0.775%,271135,729487200.00,Greece,2002,Marine Transportation,Consumer Discretionary,/market-activity/stocks/tnp
TOL,Toll Brothers Inc. Common Stock,$112.21,-0.95,-0.84%,1188143,11688915700.00,United States,,Homebuilding,Consumer Discretionary,/market-activity/stocks/tol
TOST,Toast Inc. Class A Common Stock,$21.62,-0.57,-2.569%,5041255,11847760000.00,United States,2021,EDP Services,Technology,/market-activity/stocks/tost
TPB,Turning Point Brands Inc. Common Stock,$27.68,0.68,2.519%,77020,487662337.00,United States,2016,Tobacco,Consumer Discretionary,/market-activity/stocks/tpb
TPC,Tutor Perini Corporation Common Stock,$13.28,-0.1,-0.747%,1239142,690898600.00,United States,1970,General Bldg Contractors - Nonresidential Bldgs,Consumer Discretionary,/market-activity/stocks/tpc
TPH,Tri Pointe Homes Inc. Common Stock,$34.93,0.31,0.895%,1035959,3333475144.00,United States,2013,Homebuilding,Consumer Discretionary,/market-activity/stocks/tph
TPL,Texas Pacific Land Corporation Common Stock,$582.60,0.2,0.034%,63072,13402881371.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/tpl
TPR,Tapestry Inc. Common Stock,$40.62,0.12,0.296%,3467475,9316853175.00,United States,,Apparel,Consumer Discretionary,/market-activity/stocks/tpr
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,$12.05,-0.0739,-0.61%,1841,293252222.00,,2021,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/tpta
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,$9.50,0.36,3.939%,883375,357391036.00,United States,2014,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/tpvg
TPX,Tempur Sealy International Inc. Common Stock,$48.76,-0.78,-1.574%,1478355,8464946399.00,United States,2003,Home Furnishings,Consumer Discretionary,/market-activity/stocks/tpx
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,$15.11,0.24,1.614%,6915,0.00,United States,2009,Investment Managers,Finance,/market-activity/stocks/tpz
TR,Tootsie Roll Industries Inc. Common Stock,$30.20,0.07,0.232%,98664,2160111142.00,United States,,Specialty Foods,Consumer Staples,/market-activity/stocks/tr
TRAK,ReposiTrak Inc. Common Stock,$15.17,0.05,0.331%,38198,276238130.00,United States,,EDP Services,Technology,/market-activity/stocks/trak
TRC,Tejon Ranch Co Common Stock,$16.28,0.59,3.76%,137027,436093548.00,United States,2000,Real Estate,Finance,/market-activity/stocks/trc
TREX,Trex Company Inc. Common Stock,$87.45,-0.5,-0.569%,532231,9499134345.00,United States,,Forest Products,Basic Materials,/market-activity/stocks/trex
TRGP,Targa Resources Inc. Common Stock,$112.92,1.14,1.02%,1518420,25198703590.00,United States,2010,Natural Gas Distribution,Utilities,/market-activity/stocks/trgp
TRI,Thomson Reuters Corp Common Shares,$150.22,-0.57,-0.378%,408861,71069311837.00,United States,,Publishing,Consumer Discretionary,/market-activity/stocks/tri
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,$11.015,0.005,0.045%,26962,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/tris
TRN,Trinity Industries Inc. Common Stock,$26.54,0.29,1.105%,448487,2172534091.00,United States,,Railroads,Industrials,/market-activity/stocks/trn
TRNO,Terreno Realty Corporation Common Stock,$54.94,0.19,0.347%,730707,4834487109.00,United States,2010,Real Estate,Finance,/market-activity/stocks/trno
TROX,Tronox Holdings plc Ordinary Shares (UK),$16.19,0.24,1.505%,1096327,2538490893.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/trox
TRP,TC Energy Corporation Common Stock,$35.70,0.41,1.162%,7346051,37020900000.00,Canada,,,,/market-activity/stocks/trp
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,$10.75,-0.05,-0.463%,1770906,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/trtl
TRTX,TPG RE Finance Trust Inc. Common Stock,$7.51,0.15,2.038%,325028,584792923.00,United States,2017,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/trtx
TRU,TransUnion Common Stock,$66.70,-0.31,-0.463%,2258432,12939800000.00,United States,2015,Finance: Consumer Services,Finance,/market-activity/stocks/tru
TRV,The Travelers Companies Inc. Common Stock,$214.07,3.65,1.735%,1918250,49020615425.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/trv
TS,Tenaris S.A. American Depositary Shares,$37.90,0.53,1.418%,1342196,22131491623.00,Luxembourg,,Steel/Iron Ore,Industrials,/market-activity/stocks/ts
TSE,Trinseo PLC Ordinary Shares ,$2.76,0.02,0.73%,281368,97327428.00,United States,2014,Major Chemicals,Industrials,/market-activity/stocks/tse
TSI,TCW Strategic Income Fund Inc. Common Stock,$4.60,-0.02,-0.433%,10548,0.00,United States,,Investment Managers,Finance,/market-activity/stocks/tsi
TSLX,Sixth Street Specialty Lending Inc. Common Stock,$20.91,0.08,0.384%,498231,1836514824.00,,2014,Investment Managers,Finance,/market-activity/stocks/tslx
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,$127.70,-4.57,-3.455%,28245807,662261916948.00,Taiwan,1997,Semiconductors,Technology,/market-activity/stocks/tsm
TSN,Tyson Foods Inc. Common Stock,$59.95,1.08,1.835%,1607908,21363082264.00,United States,,Meat/Poultry/Fish,Consumer Staples,/market-activity/stocks/tsn
TSQ,Townsquare Media Inc. Class A Common Stock,$11.91,-0.1,-0.833%,53629,198103103.00,United States,2014,Advertising,Consumer Discretionary,/market-activity/stocks/tsq
